timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-15T16:26:23,OptimizedSNN_Training,7ed8d991-52fe-4bda-9ed0-f326262bd902,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.281941751003616,8.999726014985748e-06,7.327608449413415e-07,5.8010002897,0.0,10.0,1.8983652049223945e-05,0.0,3.272405271943879e-05,5.1707704768662725e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:26:32,Transformer_Training,8c9e0378-f3d1-4138-9429-33a7036ae96d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.304483579995576,2.8269575702022107e-06,6.567472073398212e-07,5.3723529433,0.0,10.0,5.67661567022424e-06,0.0,1.0565599613902224e-05,1.624221528412646e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:26:38,IsolationForest_Training,94d88b13-0d32-4f1c-9988-fb23b957093b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.141703443005099,3.964077274355764e-07,3.472072628529387e-07,2.8002016000000003,0.0,10.0,4.984154892201813e-07,0.0,1.77913537223099e-06,2.277550861451172e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:26:55,OptimizedSNN_Training,4ed63982-e77b-4265-9411-8fac9f84a80b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.857134450998274,1.0202554054193416e-05,7.93532500813294e-07,7.0792515451,0.0,10.0,2.4297327601964712e-05,0.0,3.432119612221464e-05,5.861852372417936e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:27:04,Transformer_Training,3c473f78-6437-4966-9b84-bf9be18a49a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.382738437998341,2.922888334199622e-06,6.669091426625374e-07,5.5760940802,0.0,10.0,6.0121435685229845e-06,0.0,1.0781239563908054e-05,1.6793383132431038e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:27:10,IsolationForest_Training,7d3fe016-f7a5-49a9-8602-0d7326f41e78,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.124168908005231,3.8554785044993113e-07,3.4296256345860177e-07,2.802296350000001,0.0,10.0,4.850612355195437e-07,0.0,1.7300944694498968e-06,2.2151557049694405e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:27:27,OptimizedSNN_Training,ba881ac3-e70c-4fb6-a6b3-0d102c1f96b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.28159207101271,9.125496580232595e-06,7.430222830613953e-07,6.022226301700001,0.0,10.0,1.9707148453777127e-05,0.0,3.272316800834637e-05,5.24303164621235e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:27:36,Transformer_Training,f545612c-d06c-4251-958e-59f498e16f5b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.247470588990836,2.686904252370553e-06,6.325892542575414e-07,4.834690342300001,0.0,10.0,5.031392167093901e-06,0.0,1.040615021940741e-05,1.543754238650131e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:27:42,IsolationForest_Training,7ffd0f26-3730-4d38-8275-569028eee1e2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1208003299980192,3.8525178593427417e-07,3.4372918674547055e-07,2.8592864524,0.0,10.0,4.923676013554928e-07,0.0,1.7210870722111497e-06,2.2134546735666425e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T16:28:00,OptimizedSNN_Training,e6be2c28-66c4-46e9-8176-be9bdbe796ea,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.703790669009322,1.150543012166931e-05,8.395801132374612e-07,8.024735733538462,0.0,10.0,2.94303331020784e-05,0.0,3.667383306666226e-05,6.610416616874065e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
