timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-15T15:08:01,OptimizedSNN_Training,4d1df790-251e-4870-a6d0-db6ff58ec772,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.58232285900158,1.433888464906397e-05,9.833059374496477e-07,11.062006424200003,0.0,10.0,4.326925237473576e-05,0.0,3.9114457186102905e-05,8.238370956083866e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:08:10,Transformer_Training,e6126482-1f60-4aad-8fea-2a38bd36c36f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.052193230992998,4.438859425113523e-06,8.786004854056373e-07,10.173128573440003,0.0,10.0,1.286157210569532e-05,0.0,1.264178569443983e-05,2.550335780013515e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:08:16,IsolationForest_Training,fd83e2e1-6f7f-481a-b3de-aa44da317d0d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.157983051991323,4.122058657861788e-07,3.559688244809195e-07,2.9783627776,0.0,10.0,5.436317161945945e-07,0.0,1.8246869611175496e-06,2.3683186773121445e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:08:33,OptimizedSNN_Training,c78bb1ae-4efa-4259-8689-cf90f7bc5df0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.163644486005069,8.895732163375503e-06,7.313377313526816e-07,5.7762364303,0.0,10.0,1.871350906795672e-05,0.0,3.239670158056671e-05,5.111021064852343e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:08:42,Transformer_Training,a9f93cc6-fe0d-4bcc-970a-bfe59be8b5a9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.368043479000335,2.812028784820232e-06,6.437730755976335e-07,5.0400375382,0.0,10.0,5.414397756038048e-06,0.0,1.07420445583557e-05,1.615644231439375e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:08:47,IsolationForest_Training,a916d2b8-0af8-4bf5-bec0-b7ce2550e970,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1346350129897471,3.923200702332397e-07,3.457676395861272e-07,2.8072448992,0.0,10.0,4.942123274047264e-07,0.0,1.7598529999910776e-06,2.254065327395804e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:09:04,OptimizedSNN_Training,f3322898-ac11-4118-8e2f-d185a557f25b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12.150432823997107,8.870776691994941e-06,7.300790696505194e-07,5.7504456310000025,0.0,10.0,1.8608104667311543e-05,0.0,3.235872493334884e-05,5.0966829600660384e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:09:13,Transformer_Training,6b019dc5-a27a-4d26-81af-e41af52a99b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.335529427000438,2.815789072896696e-06,6.494683337542968e-07,5.1884929558,0.0,10.0,5.52679549047979e-06,0.0,1.065125146669743e-05,1.617804695717722e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:09:19,IsolationForest_Training,4710b31d-8f7d-40f6-b02e-7111d65b36d5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1182396020012677,3.817673624429464e-07,3.414003240090165e-07,2.80008505,0.0,10.0,4.799670678883445e-07,0.0,1.7134679360929618e-06,2.1934350039813064e-06,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
2025-10-15T15:09:35,OptimizedSNN_Training,22a0b879-0e18-49a0-ae5b-0152398932da,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.841115375995289,8.784355612260024e-06,7.418520412416528e-07,6.022154397127273,0.0,10.0,1.8970229698608105e-05,0.0,3.150006971110189e-05,5.047029940970999e-05,Spain,ESP,catalonia,,,Linux-6.8.0-85-generic-x86_64-with-glibc2.35,3.10.12,3.0.7,4,Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz,,,1.9962,41.3046,15.51102066040039,machine,N,1.0
